BPL,ID HK,NQR,P/W,LN,Lernort,ID LK,Beschreibung LK,ID LFE,Handlungsnotwendiges Wissen,Abfolge,Lektionen,ID LZ,Beschreibung LZ,Taxonomie LZ,Semester,Note zu HKB
ET,9999 b.03,NQR 3,P,LN 3,üK,MEM 11 04,Sie dokumentieren die Einhaltung von Arbeitssicherheit und Umweltschutz nach betrieblichen Vorgaben.,LFB_El_LBA,"Prozessvorgaben, Prüfintervalle",17,2,LZ_9953,"Sie dokumentieren betriebliche Vorgaben wie Sicherheitseinweisungen, ESD-Wiederholprüfungen, Arbeitsplatzüberprüfungen (FI).",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,MEM 11 05 2-2,Sie dokumentieren deren Einhaltung nach betrieblichen Vorgaben.,LFB_El_LBA,Prozessabläufe,18,1,LZ_9768,Sie dokumentieren nach gesetzlichen Vorschriften und betrieblichen Vorgaben die Einhaltung von Massnahmen des Umweltschutzes.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,"Hilfsmittel (Lötzinn, Flussmittelarten), Werkzeuge (Rüstwerkzeuge/Bestückungshilfen)",1,4,LZ_7964,"Sie benennen Werkzeuge und Hilfsmittel, die für die Montage von Baugruppen benötigt werden.",K1,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,,,,LZ_7865,Sie benennen Geräte und Hilfsmittel für die Montage von Bauelementen.,K1,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,,,,LZ_8084,Sie ordnen verschiedene Werkzeuge und Hilfsmittel ihrem Verwendungszweck zu.,K4,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,,,,LZ_7891,"Sie bereiten und rüsten Bauteile und Elemente, Werkzeuge und Hilfsmittel, basierend auf Fertigungsunterlagen wie Aufträgen, Zusammenstellungszeichnungen und Stücklisten.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,,,,LZ_9739,"Sie wählen für den Lötprozess geeignete Hilfsstoffe wie Lötzinn, Flussmittel, Entlötlitze aus und setzen diese fachgerecht ein.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,,,,LZ_9739,"Sie wählen für den Lötprozess geeignete Hilfsstoffe wie Lötzinn, Flussmittel, Entlötlitze aus und setzen diese fachgerecht ein.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_El_LBB,,,,LZ_9865,Sie wählen zur Konfektionierung bzw. Schneiden der Bauelemente die entsprechenden Werkzeuge aus und wenden diese ordnungsgemäss an.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,MEM 11 07,Sie lassen in ihrem Handeln und Entscheiden ökologische Aspekte einfliessen.,LFB_El_LBB,"Umweltschutz, Entsorgung",2,2,LZ_7944,Sie treffen Schutzmassnahmen zur Arbeitssicherheit und zum Gesundheitsschutz.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,MEM 11 07,Sie lassen in ihrem Handeln und Entscheiden ökologische Aspekte einfliessen.,LFB_El_LBB,,,,LZ_7520,Sie setzen persönliche Schutzausrüstung ein.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 01,Sie organisieren ihren Arbeitsplatz.,LFB_El_LBB,"Absaugung,  ESD-Schutzmassnahmen (Tischbelag/Kleidung/Schuhe/Armbänder) Arbeitsabläufe",3,4,LZ_9067,Sie können die Funktionsweise eines ESD-Arbeitsplatzes erklären.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 01,Sie organisieren ihren Arbeitsplatz.,LFB_El_LBB,,,,LZ_7519,Sie erkennen und beschreiben Gefahren am Arbeitsplatz.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 01,Sie organisieren ihren Arbeitsplatz.,LFB_El_LBB,,,,LZ_9703,Sie wenden ESD-Schutzmassahmen im Umgang mit elektronischen Bauelementen und Baugruppen an.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,"Elektronische aktive und passive Bauelemente Dokumente wie Schema, Bestückungsplan, Stücklisten Lötprozess (unlösbare Verbindungen) Reinigungsmittel (Leiterplatten)",4,8,LZ_9892,Sie wählen für den Lötprozess die korrekten Parameter wie Löttemperatur.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_9085,"Sie achten darauf, dass bei allen Bauteilen der Wert, die Toleranz und gegebenenfalls die genaue Typenbezeichnung ersichtlich ist.",K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_7968,Sie benennen und wenden Lötwerkzeuge sowie Löthilfsmittel unter Berücksichtigung ökologischer Aspekte an.,K1,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_9711,Sie interpretieren Fertigungsunterlagen wie Bestückungspläne und Stücklisten.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_1081,Sie lesen Bestückungspläne und Einbauskizzen.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_8042,Sie bereiten Bauelemente vor und konfektionieren diese.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_8044,"Sie bestücken und verarbeiten Leiterplatten und Bauelemente weiter, entweder unter Anleitung oder aufgrund von Fertigungsunterlagen.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_9003,Sie interpretieren vorgegebene Arbeitsaufträge und Vorgaben.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_9934,Sie bestücken Bauelemente unter Berücksichtigung der Montageanleitung (Befestigung / Distanzierung).,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBB,,,,LZ_9954,Sie reinigen die Leiterplatte nach erfolgreichem Lötprozess.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 25,"Sie bewerten optisch nach vorgegebenen Kriterien Lötstellen, Bestückungen und Verbindungen.",LFB_El_LBB,Qualitätsstandards (IPC-Norm),5,4,LZ_464,Sie führen die Sichtprüfung durch.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 25,"Sie bewerten optisch nach vorgegebenen Kriterien Lötstellen, Bestückungen und Verbindungen.",LFB_El_LBB,,,,LZ_674,Sie zählen Qualitätsmerkmale auf.,K1,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 25,"Sie bewerten optisch nach vorgegebenen Kriterien Lötstellen, Bestückungen und Verbindungen.",LFB_El_LBB,,,,LZ_7995,Sie handhaben vorgegebene Prüfdokumente und dokumentieren die Prüfergebnisse im Prüfprotokoll.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 25,"Sie bewerten optisch nach vorgegebenen Kriterien Lötstellen, Bestückungen und Verbindungen.",LFB_El_LBB,,,,LZ_9955,Sie beurteilen ihre Lötstellen nach den gültigen Normen (IPC-Norm) und definieren gegebenenfalls den Optimierungsprozess bzw. arbeiten diese nach.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 03,Sie gewährleisten die Pflege und den Unterhalt der Werkzeuge/Arbeitsgeräte und Verbrauchsgüter.,LFB_El_LBB,"Reinigungsmittel (ESD-Arbeitsplatz) Oxidation, Beständigkeiten",6,2,LZ_9956,Sie überprüfen ihren ESD-Schutz gemäss Vorgabe.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 03,Sie gewährleisten die Pflege und den Unterhalt der Werkzeuge/Arbeitsgeräte und Verbrauchsgüter.,LFB_El_LBB,,,,LZ_9957,Sie reinigen nach Gebrauch ihre Hilfsmittel.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 03,Sie gewährleisten die Pflege und den Unterhalt der Werkzeuge/Arbeitsgeräte und Verbrauchsgüter.,LFB_El_LBB,,,,LZ_9958,Sie setzen Massnahmen zur Verhinderung von Oxidation ihrer Hilfsmittel und Werkzeuge um.,K3,1. Sem.,1
ET,9999 b.01,NQR 4,P,LN 3,BE,ET b1 03,Sie überprüfen auf Grund des Schemas die prinzipielle Funktion von Schaltungsteilen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 01,Sie stellen gemäss Fertigungsunterlagen das Material bereit.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,BE,ET b3 02,Sie kontrollieren das bereitgestellte Material.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 04,Sie halten zum Schutz von Personen und Betriebsmittel die Sicherheitsmassnahmen ein.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 05,Sie stellen Kabel für elektrische Verbindungen her.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 06,Sie bestücken und löten Leiterplatten.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 07,Sie modifizieren bestehende Leiterplatten oder Baugruppen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 08,Sie korrigieren fehlende oder falsche Angaben in den Unterlagen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 09,Sie nehmen einfache mechanische Montagen vor.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 10,"Sie kontrollieren optisch nach Prüfkriterien die Lötstellen, Bestückungen und Verbindungen.",LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 11,Sie schützen Leiterplatten oder Baugruppen vor möglichen Schadeinwirkungen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,ET b3 12,Sie schützen sich und Betriebsmittel vor Schäden und führen Abfälle einer Wiederverwertung zu oder entsorgen sie umweltgerecht.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,MEM 05 01,Sie organisieren ihren Arbeitsplatz.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BE,MEM 05 02,"Sie wählen die für ihre Arbeit benötigen Materialen, Hilfsstoffe und Arbeitsmittel aus und stellen diese bereit.",LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 3,BE,MEM 05 04,Sie lagern Material und Waren fachgerecht gemäss betrieblichen und rechtlichen Vorgaben/Anforderungen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 4,BE,ET b4 01,Sie legen anhand des Schemas oder der Funktion die Messpunkte fest.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 4,BE,ET b4 02,"Sie bestimmen die Geräte und Hilfsmittel, welche für die durchzuführenden Messungen nötig sind.",LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 3,BE,ET b4 03,Sie treffen situationsgerechte Maßnahmen zum Schutz von Personen und Gerät.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 3,BE,ET b4 04,"Sie messen Schaltungen und achten darauf, deren ursprünglichen Funktion nicht zu beeinflussen.",LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 3,BE,ET b4 05,Sie notieren alle Messparameter und alle gemessenen Werte in einem Messprotokoll gemäss Firmenvorgaben.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 4,BE,ET b4 06,Sie sammeln für eine Störungsbehebung die nötigen Unterlagen und grenzen die Fehlfunktion der Schaltung systematisch ein.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 4,BE,ET b4 07,Sie validieren die gemachten Messungen gemäss dem Pflichtenheft.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 3,BE,ET b6 04,Sie halten während der Inbetriebnahme alle Schritte gemäss Protokoll in der richtigen Abfolge ein.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 b.04,NQR 4,P,LN 3,BE,ET b6 05,Sie protokollieren bei Abweichungen vom Sollwert ihre Vermutungen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 5,BE,ET c1 01,Sie entwickeln eine Software Struktur gemäss dem Pflichtenheft und stellen diese graphisch dar.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 02,Sie definieren die Schnittstellen zur verwendeten Hardware.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 05,Sie programmieren Mikrocontroller gemäss Software Struktur in einer Hochsprache.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 06,Sie finden und beheben Fehler in der Software.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,ET c1 09,"Sie kompilieren Software, laden diese auf das Zielsystem und nehmen das Programm in Betrieb.",LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 03,Sie erstellen auf Grund der Prüfkriterien die Testfälle.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 04,Sie führen die Tests durch.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 05,Sie dokumentieren die Testresultate.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 06,Sie analysieren die Testresultate und bei unbefriedigenden Testresultaten initiieren sie passende Änderungen.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 07,Sie schlagen aufgrund der Testresultate Optimierungen vor.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 08,Sie überprüfen die Auswirkungen gemachter Änderungen auf die Software.,LFB_9999_TP,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 06,Sie identifizieren Mess- und Prüfkriterien.,LFB_9999_a.01_1,-,-,-,-,-,-,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 01,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar mit festgelegten Hilfsmitteln nach betrieblichen Vorgaben.,LFB_9999_a.01_1,-,-,-,-,-,-,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 02 02,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar laufend und lückenlos mit situativ geeigneten Hilfsmitteln unter Einhaltung betrieblicher Vorgaben.,LFB_9999_a.01_1,-,-,-,-,-,-,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 03,Sie setzen Informationen aus Normen und Richtlinien in technischen Dokumentationen um.,LFB_9999_a.01_1,-,-,-,-,-,-,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 06,Sie identifizieren Mess- und Prüfkriterien.,LFB_9999_a.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 01,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar mit festgelegten Hilfsmitteln nach betrieblichen Vorgaben.,LFB_9999_a.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 02 02,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar laufend und lückenlos mit situativ geeigneten Hilfsmitteln unter Einhaltung betrieblicher Vorgaben.,LFB_9999_a.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 01,Sie setzen technische Normen und Richtlinien in der Planung anwendungsspezifisch ein.,LFB_9999_a.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 02,Sie setzen technische Normen und Richtlinien im Handeln anwendungsspezifisch um.,LFB_9999_a.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 03,Sie setzen Informationen aus Normen und Richtlinien in technischen Dokumentationen um.,LFB_9999_a.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 06,Sie identifizieren Mess- und Prüfkriterien.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 01,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar mit festgelegten Hilfsmitteln nach betrieblichen Vorgaben.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 02 02,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar laufend und lückenlos mit situativ geeigneten Hilfsmitteln unter Einhaltung betrieblicher Vorgaben.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 04,Sie interpretieren definierte betriebliche Prozesse und arbeiten diese korrekt ab.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 01,Sie setzen technische Normen und Richtlinien in der Planung anwendungsspezifisch ein.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 02,Sie setzen technische Normen und Richtlinien im Handeln anwendungsspezifisch um.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 03,Sie setzen Informationen aus Normen und Richtlinien in technischen Dokumentationen um.,LFB_9999_a.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 01,Sie identifizieren die nötigen Schnittstellen.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 02,Sie bestimmen den Kostenrahmen.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 03,Sie identifizieren die einzuhaltenden Normen.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 04,Sie identifizieren das Einsatzgebiet.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 05,Sie erstellen aus den gesammelten Informationen das Pflichtenheft.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 06,Sie identifizieren Mess- und Prüfkriterien.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 08,Sie stellen die Kundenanforderungen graphisch dar.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 01,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar mit festgelegten Hilfsmitteln nach betrieblichen Vorgaben.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 02 02,Sie dokumentieren und archivieren ihre Arbeit nachvollziehbar laufend und lückenlos mit situativ geeigneten Hilfsmitteln unter Einhaltung betrieblicher Vorgaben.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 04,Sie interpretieren definierte betriebliche Prozesse und arbeiten diese korrekt ab.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 01,Sie setzen technische Normen und Richtlinien in der Planung anwendungsspezifisch ein.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 02,Sie setzen technische Normen und Richtlinien im Handeln anwendungsspezifisch um.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 03,Sie setzen Informationen aus Normen und Richtlinien in technischen Dokumentationen um.,LFB_9999_a.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 01,Sie identifizieren die nötigen Schnittstellen.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 02,Sie bestimmen den Kostenrahmen.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 03,Sie identifizieren die einzuhaltenden Normen.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 04,Sie identifizieren das Einsatzgebiet.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 05,Sie erstellen aus den gesammelten Informationen das Pflichtenheft.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 06,Sie identifizieren Mess- und Prüfkriterien.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 08,Sie stellen die Kundenanforderungen graphisch dar.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,BE,MEM 02 04,Sie interpretieren definierte betriebliche Prozesse und arbeiten diese korrekt ab.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 02 05,Sie erfassen relevante Informationen für neue betriebliche Prozesse.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,MEM 02 06,Sie gestalten betriebliche Prozessabläufe und erstellen geeignete Prozessdokumente unter Einhaltung der betrieblichen Vorgaben.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 01,Sie setzen technische Normen und Richtlinien in der Planung anwendungsspezifisch ein.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,MEM 06 02,Sie setzen technische Normen und Richtlinien im Handeln anwendungsspezifisch um.,LFB_9999_a.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 01,Sie identifizieren die nötigen Schnittstellen.,LFB_9999_a.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 02,Sie bestimmen den Kostenrahmen.,LFB_9999_a.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 03,Sie identifizieren die einzuhaltenden Normen.,LFB_9999_a.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 04,Sie identifizieren das Einsatzgebiet.,LFB_9999_a.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 a.01,NQR 4,P,LN 3,BE,ET a1 05,Sie erstellen aus den gesammelten Informationen das Pflichtenheft.,LFB_9999_a.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 a.01,NQR 4,P,LN 4,BE,ET a1 06,Sie identifizieren Mess- und Prüfkriterien.,LFB_9999_a.01_6,-,-,-,-,-,-,6. Sem.,1
